OverTime_Yes,MaritalStatus_Single,JobLevel,StockOptionLevel,Engaged,TotalSatisfaction,YearsAtCompany,NumCompaniesWorked,SalesDpt,MaritalStatus_Married,TotalWorkingYears,Age,YoungAndBadPaid,Loyalty,Income_Rel_Role
0.0,0.0,1.7621889573533582,2.61310031407703,1.0,-0.4571891102380914,-0.7370427991628077,1.3574833354286995,1.0,0.0,2.3634334191328668,1.0901940236181409,0.0,-1.7099501478251002,-0.20873018018806433
0.0,0.0,-0.9862649071659377,0.2474298218872014,0.0,1.0131510729159539,-0.9381944194495243,-1.094116975496538,0.0,1.0,-1.117810324319975,-1.634827596376192,0.0,-0.2983126572105555,-0.6364795480687554
0.0,0.0,1.7621889573533582,0.2474298218872014,1.0,0.03292428414659036,1.0733217834176418,0.13168317996608064,1.0,1.0,1.6125769254469595,0.9811931588183676,0.0,-0.2983126572105555,0.03871751772838859
0.0,0.0,-0.9862649071659377,-0.9354054242077128,0.0,0.03292428414659036,0.06756368198405872,-0.6855169236756652,1.0,1.0,-0.5717328743665882,-1.307825001976872,1.0,1.02509749024058,-0.5829786276515334
1.0,0.0,-0.0701136189928391,0.2474298218872014,1.0,0.5230376785312721,0.26871530227077534,0.13168317996608064,0.0,0.0,-0.16217478690154793,0.6541905644190477,0.0,0.5037540988204359,2.1397837398784465
1.0,0.0,-0.9862649071659377,-0.9354054242077128,0.0,0.03292428414659036,-0.7370427991628077,0.9488832836078265,0.0,1.0,-0.8447715993432816,-0.9808224075775521,1.0,-0.2983126572105555,0.1886613414773922
0.0,0.0,-0.9862649071659377,-0.9354054242077128,1.0,0.03292428414659036,-1.139346039736241,-0.6855169236756652,0.0,1.0,-1.3908490492966685,1.5261974828172342,0.0,-0.2983126572105555,-0.4626160724762103
0.0,0.0,0.8460376691802596,0.2474298218872014,1.0,-0.4571891102380914,0.26871530227077534,2.1746834390704453,0.0,1.0,0.9299801130052259,0.6541905644190477,0.0,-0.5769253198318472,1.3676943995215438
0.0,0.0,-0.0701136189928391,0.2474298218872014,1.0,0.03292428414659036,-0.3347395585893745,-0.6855169236756652,1.0,1.0,-0.8447715993432816,0.32718797001972766,0.0,0.8780519183015653,-0.9480799275661287
1.0,0.0,-0.0701136189928391,-0.9354054242077128,0.0,1.9933778616853173,-0.1335879383026579,-0.6855169236756652,1.0,1.0,-0.7082522368549349,-1.0898232723773253,0.0,0.9620779594095735,-0.4833581515950948
0.0,1.0,-0.9862649071659377,-0.9354054242077128,0.0,-0.9473025046227731,-0.3347395585893745,1.7660833872495723,1.0,0.0,-0.16217478690154793,-0.10881548917936558,0.0,-0.45872600841675376,0.8386858662800258
0.0,0.0,1.7621889573533582,1.4302650679821156,0.0,0.5230376785312721,0.06756368198405872,0.13168317996608064,0.0,0.0,-0.2986941493898947,-0.8718215427777788,0.0,0.4075060880967167,0.007824408812556295
0.0,0.0,-0.0701136189928391,1.4302650679821156,1.0,0.5230376785312721,0.6710185428442086,2.3789834649808816,0.0,1.0,0.11086393807514554,0.8721922940185942,0.0,0.6518279614723113,0.3934489763642873
0.0,1.0,-0.0701136189928391,-0.9354054242077128,0.0,-0.9473025046227731,-0.5358911788760911,-1.094116975496538,0.0,0.0,-0.8447715993432816,-1.5258267315764187,0.0,0.2898696305455047,-0.8572786878896513
0.0,1.0,-0.0701136189928391,-0.9354054242077128,0.0,0.03292428414659036,1.2744734037043584,-1.094116975496538,0.0,0.0,0.383902663051839,-0.3268172187789122,0.0,0.9956883758527773,-0.834979533435964
0.0,1.0,-0.9862649071659377,-0.9354054242077128,0.0,0.03292428414659036,-1.139346039736241,-0.6855169236756652,0.0,0.0,-1.3908490492966685,-1.9618301907755118,0.0,-0.2983126572105555,-1.8865017699233095
0.0,0.0,0.8460376691802596,0.2474298218872014,1.0,0.5230376785312721,0.6710185428442086,-0.6855169236756652,0.0,1.0,-0.16217478690154793,0.7631914292188209,0.0,1.1454075036452287,0.16167838112842978
0.0,0.0,-0.0701136189928391,0.2474298218872014,1.0,0.5230376785312721,0.26871530227077534,2.1746834390704453,0.0,1.0,0.6569413880285324,1.0901940236181409,0.0,-0.4021095315204485,1.9491318679943495
0.0,0.0,-0.0701136189928391,0.2474298218872014,0.0,-0.4571891102380914,0.26871530227077534,0.5402832317869536,1.0,1.0,-0.16217478690154793,-0.6538198131782321,0.0,0.5037540988204359,-0.006298629359343256
1.0,0.0,0.8460376691802596,0.2474298218872014,1.0,-0.9473025046227731,0.6710185428442086,-0.2769168718547923,0.0,1.0,1.339538200470266,0.9811931588183676,0.0,-0.45872600841675376,1.181030593557667
0.0,0.0,-0.9862649071659377,0.2474298218872014,0.0,-0.4571891102380914,1.4756250239910749,-1.094116975496538,0.0,1.0,0.5204220255401857,-0.4358180835786855,1.0,1.02509749024058,-0.41163889297646816
0.0,1.0,-0.0701136189928391,-0.9354054242077128,0.0,0.5230376785312721,0.26871530227077534,0.5402832317869536,1.0,0.0,0.11086393807514554,0.10918624042018105,0.0,0.10889046508210176,0.7162820435442913
0.0,1.0,-0.0701136189928391,-0.9354054242077128,0.0,1.5032644673006357,1.2744734037043584,2.1746834390704453,0.0,0.0,0.6569413880285324,-0.10881548917936558,0.0,0.6358592115784812,2.3465080341330706
0.0,1.0,-0.9862649071659377,-0.9354054242077128,0.0,0.5230376785312721,0.06756368198405872,1.3574833354286995,0.0,0.0,-0.16217478690154793,0.9811931588183676,0.0,0.18292739640803926,-0.5546465568390723
0.0,1.0,-0.0701136189928391,-0.9354054242077128,0.0,-2.4176426877768185,-0.7370427991628077,0.13168317996608064,0.0,0.0,-0.025655424413201202,0.436188834819501,0.0,-1.180586088844646,-0.25740965277568745
0.0,1.0,-0.9862649071659377,-0.9354054242077128,0.0,1.5032644673006357,-0.9381944194495243,-0.6855169236756652,1.0,0.0,-1.2543296868083218,-1.8528293259757387,0.0,0.2898696305455047,0.04814931702288881
