Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Income_Rel_Role,PromotionStagnation,Loyalty,TotalSatisfaction,Stability,SalesDpt,LongDisJobS1,YoungAndBadPaid,Engaged,Income_Distance,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,AgeGroup_Middle,AgeGroup_Senior,IncomeRange_Medium,IncomeRange_High
0.4463504035345031,1.0,0.7425265337769018,-1.0109093429124179,-0.8916882501868245,-0.6605306743650393,1.3831382668932737,0.3796721288811475,-0.05778754527941421,1.1532535902386967,0.7260199409380492,2.1698771115828235,-1.1505541015749308,3.0,-1.584178240646517,-0.9320143892374165,-0.42499866454451996,-2.171981830933257,-2.4938204216722384,-0.12383236911271409,-0.6791456840737199,-0.39042628117352685,-0.8781534100649921,0.2983229624701303,-1.4455905142848562,0.2665251432402553,1.0,0.0,0.0,0.0,1.062555831933127,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1.3223652142096962,0.0,-1.2977746019136118,-0.14714972001373974,-1.8684257522543597,0.2546249253678617,-0.2406767700620191,-1.0261667362455194,-0.05778754527941421,-0.6608531809232983,1.4888761391146892,-0.6828168296701794,2.1293060069870897,4.0,1.1914379855160337,0.24198831185855807,-0.15107647365097865,0.1557070814399298,0.33809616377248186,0.6780776863749062,-0.3687152874355457,1.6934036738638103,-0.5405362393801,1.1507914064214602,0.5320903195901912,0.3669727680941946,0.0,0.0,0.0,1.0,-0.4441026212513382,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.008342998196906572,1.0,1.4143632382387843,-0.8875151110697495,-0.8916882501868245,1.1697805251007627,1.2847252343505287,-1.0261667362455194,-0.9614863916702531,0.24620020465769926,-1.6748408610979753,1.3548216997962514,-0.057267398720923963,3.0,-0.6589728319256667,-0.9320143892374165,-0.5619597599912906,0.1557070814399298,0.33809616377248186,-1.3266974523441444,-0.6791456840737199,-1.0287171536299113,-0.8781534100649921,-2.045965258396027,0.5320903195901912,-1.742399228925451,0.0,0.0,0.0,0.0,-0.36545295956989077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
-0.42966440714069,0.0,1.4614661806180305,-0.7641208792270812,1.0617867539482457,1.1697805251007627,-0.4867093514188816,0.3796721288811475,-0.9614863916702531,0.24620020465769926,1.2432105837696696,-0.6828168296701794,-1.1505541015749308,3.0,0.26623257679518353,-0.9320143892374165,-0.42499866454451996,0.1557070814399298,0.33809616377248186,0.27712265863109603,0.2521455058408027,-0.2965407920753742,0.3597762157796122,1.079752369425516,1.026510528058953,0.8943151081711811,0.0,0.0,1.0,0.0,-0.34646320572969913,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.0866755151470848,0.0,-0.5242947060017769,-0.8875151110697495,-1.8684257522543597,-1.5756862740979403,-1.2740136117608418,0.3796721288811475,-0.9614863916702531,-0.6608531809232983,0.3258998974213038,2.373640964529467,-0.8772324258614291,3.0,1.1914379855160337,0.24198831185855807,-0.6989208554380613,0.1557070814399298,0.33809616377248186,-0.9257424246003343,-0.058284890797371494,0.20699540931607513,1.5977058416242167,-1.0412703065962452,-0.4567500973473325,1.2709772847514702,0.0,0.0,1.0,0.0,-0.0802444495776944,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5391662584750891,0.0,0.5020536174196967,-0.8875151110697495,-0.8916882501868245,1.1697805251007627,0.645040522822686,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-0.34419928329096944,-1.0903445355634656,-0.6039107501479274,3.0,0.26623257679518353,-0.9320143892374165,-0.42499866454451996,-0.6201892226844657,-1.0778621289498782,0.07664514475919097,0.2521455058408027,-0.15170199647376142,0.5145174190101878,0.6890376659478233,1.026510528058953,1.2709880467950734,0.0,0.0,1.0,0.0,-0.1630335671371128,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.4173837275536876,0.0,1.2928872289449382,-0.7641208792270812,0.08504925188071055,0.2546249253678617,0.743453555365431,1.7855109940078144,-0.9614863916702531,-1.5679065665042957,-0.6112270608399039,0.5397662880096791,1.3093409798465847,4.0,-1.584178240646517,2.5899937140505074,0.12284571724256264,0.1557070814399298,-1.0778621289498782,-1.1262199384722393,-0.6791456840737199,-0.5086059152346486,-0.8781534100649921,-1.7754704636807008,-1.940010722753618,-1.742399228925451,0.0,0.0,0.0,1.0,-0.3835630790360135,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.7581699611438873,0.0,1.3771767047814845,1.827157989468953,-1.8684257522543597,1.1697805251007627,0.05456232756621595,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.1374635670938734,-0.6828168296701794,1.855984331273588,4.0,-0.6589728319256667,0.24198831185855807,-1.3837263326719145,-0.6201892226844657,0.33809616377248186,-1.1262199384722393,-0.6791456840737199,-0.4879808144017328,-0.8781534100649921,-0.2877490927464089,0.5320903195901912,-1.742399228925451,0.0,0.0,1.0,0.0,-0.7311407707415977,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11784484953130571,0.0,-1.4539580424342708,1.7037637576262845,0.08504925188071055,1.1697805251007627,-1.0771875466753518,-1.0261667362455194,0.8459113011114247,0.24620020465769926,-0.7766437419846911,-1.0903445355634656,1.5826626555600865,4.0,-0.6589728319256667,-0.9320143892374165,-0.15107647365097865,-0.6201892226844657,0.33809616377248186,0.4776001725030011,-0.3687152874355457,0.8877137514459723,-0.5067745223116108,0.8311157399397118,0.5320903195901912,0.6013471740137043,0.0,0.0,0.0,0.0,-0.5515732444831581,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.10115885313749257,0.0,1.230909673182772,2.197340684996958,0.08504925188071055,0.2546249253678617,1.3831382668932737,0.3796721288811475,-0.05778754527941421,0.24620020465769926,0.31817014596593995,1.3548216997962514,-0.6039107501479274,3.0,-0.6589728319256667,1.4159910129545328,0.8076511944764159,0.1557070814399298,-1.0778621289498782,0.07664514475919097,1.4938670923934996,-0.8836491430497542,2.3714118577770944,-0.6784637962241018,-0.4567500973473325,1.2709880467950734,0.0,0.0,0.0,1.0,-0.6818921857842783,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
